user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
How should I handle a card_declined error?,"[""**Do not retry `card_declined` errors.** Repeated decline attempts may trigger fraud flags at the issuer and worsen the customer's experience. Instead, prompt the customer to try a different card or contact their bank."", 'Not all `card_declined` errors are equivalent. Use `decline_code` to provide a specific message to the customer:', '| Code                        | Description                                          |\n|-----------------------------|------------------------------------------------------|\n| `card_declined`             | Card was declined by the issuer                      |\n| `insufficient_funds`        | Card has insufficient funds                          |\n| `card_expired`              | Card expiration date has passed                      |\n| `incorrect_cvc`             | CVC code is incorrect                                |\n| `do_not_honor`              | Generic decline — contact card issuer                |\n| `fraudulent`                | Payment blocked by fraud detection                   |\n| `capture_window_expired`    | 7-day capture window has passed                      |\n| `payment_not_capturable`    | Payment was not created with `capture: false`        |\n| `already_captured`          | Payment has already been captured                    |\n| `already_cancelled`         | Payment has already been cancelled                   |', '| `decline_code` | Customer-facing message |\n|----------------|------------------------|\n| `insufficient_funds` | ""Your card has insufficient funds. Please try a different card."" |\n| `expired_card` | ""Your card has expired. Please update your payment details."" |\n| `do_not_honor` | ""Your bank declined this transaction. Please contact your bank or use a different card."" |\n| `lost_card` | ""This transaction cannot be processed. Please contact your bank."" |\n| `stolen_card` | ""This transaction cannot be processed. Please contact your bank."" |', '```json\n{\n  ""error"": {\n    ""code"": ""card_declined"",\n    ""message"": ""The card was declined by the issuer."",\n    ""decline_code"": ""insufficient_funds"",\n    ""request_id"": ""req_01HXYZ9999999999""\n  }\n}\n```']","When handling a `card_declined` error, you should not retry the transaction as this could trigger fraud flags at the issuer and lead to a worse customer experience. Instead, you should check the `decline_code` to understand the specific reason for the decline and then provide an appropriate message to the customer based on that code. For example, if the `decline_code` is `insufficient_funds`, you would inform the customer that their card has insufficient funds and suggest they try a different card. Always prompt the customer to either try a different card or contact their bank for further assistance.",card_declined means the issuer rejected the payment. The customer should try a different card or contact their bank. Do not retry the same card automatically as it may trigger fraud detection.,1.0,0.8873997260838108,0.99999999998,1.0
What security practices does NexusPay recommend for API keys?,"['All API requests must be made over **HTTPS (TLS 1.2 or higher)**. NexusPay rejects plaintext HTTP connections at the infrastructure level. Ensure that:', 'NexusPay uses API keys for authentication. There are two types:', 'NexusPay uses a two-key model to keep your server out of PCI scope as much as possible:', '1. Immediately rotate your API keys via the Dashboard.\n2. Review your webhook secret and rotate it if there is any risk of exposure.\n3. Contact NexusPay security at security@nexuspay.eu with your account ID and a description of the incident.\n4. Preserve logs and do not delete any potentially relevant data until the investigation is complete.', ""- Do not store sensitive data in metadata: no card numbers, passwords, SSNs, or authentication tokens.\n- Metadata is visible to anyone with access to your NexusPay Dashboard and to any system that calls the API with your secret key. Apply the same access controls you would to any business data.\n- Metadata is not end-to-end encrypted beyond NexusPay's standard data-at-rest encryption. Do not rely on it for data classification purposes.""]","NexusPay recommends several security practices for API keys:

- Immediately rotate your API keys via the Dashboard after they have been created or if there is any suspicion of them being compromised.
- Review and rotate your webhook secret if there is any risk of it being exposed.
- In case of an incident involving API keys, contact NexusPay security at security@nexuspay.eu with your account ID and a description of the incident.
- Preserve all relevant logs and do not delete any potentially relevant data until the investigation is complete.

Additionally, NexusPay employs a two-key model to minimize the PCI scope for servers, enhancing security measures around API usage.","Use environment variables or a secrets manager, never commit to version control, use least-privilege scopes, rotate every 90 days in high-security environments, monitor for unexpected usage spikes.",1.0,1.0,0.99999999998,0.0
How does the webhook retry policy work?,"['**Retry policy:** Failed webhook deliveries are retried up to **5 times** with exponential backoff: 1min, 5min, 30min, 2h, 8h.', 'def retry_with_backoff(fn, max_retries=4):\n    for attempt in range(max_retries):\n        try:\n            return fn()\n        except RetryableError as e:\n            if attempt == max_retries - 1:\n                raise\n            wait = (2 ** attempt) + random.uniform(0, 1)\n            time.sleep(wait)\n```', 'A `status` of `pending` is expected — the refund is queued for processing. It transitions to `succeeded` after settlement. Subscribe to the `refund.succeeded` webhook event to be notified when it completes (see `docs/guides/webhooks_guide.md`).', 'When an event occurs, NexusPay sends an HTTP POST request to the URL you have configured in the Dashboard or via the Webhooks API. Your endpoint must respond with an HTTP `200` status code within 10 seconds to acknowledge delivery. If it does not, NexusPay retries delivery up to **5 times** using an exponential backoff schedule: 1 minute, 5 minutes, 30 minutes, 2 hours, and 8 hours after the initial attempt.', 'Subscribe to the `refund.succeeded` and `refund.failed` webhook events to track settlement asynchronously. Refer to `docs/guides/webhooks_guide.md`.']","The webhook retry policy works as follows: When an event occurs, NexusPay sends an HTTP POST request to the configured URL. If your endpoint does not respond with an HTTP `200` status code within 10 seconds, NexusPay will retry the delivery up to 5 times. The retries follow an exponential backoff schedule, with delays of 1 minute, 5 minutes, 30 minutes, 2 hours, and 8 hours after the initial attempt.","Failed deliveries are retried up to 5 times with exponential backoff: 1 minute, 5 minutes, 30 minutes, 2 hours, 8 hours.",1.0,0.7718637235511697,0.99999999998,1.0
What webhook event is fired when a subscription billing fails?,"['- The subscriptions remain in the `active` or `trialing` state.\n- Renewal charges will fail because the customer record no longer exists.\n- This results in failed subscription payments and `subscription.payment_failed` webhook events.', 'This triggers the renewal charge immediately, firing the appropriate webhook events (`subscription.renewed` or `subscription.payment_failed`).', 'When a subscription renewal charge fails, NexusPay fires the `subscription.payment_failed` webhook:', '| Event                        | Trigger                                 |\n|-----------------------------|-----------------------------------------|\n| payment.succeeded           | Payment completes successfully          |\n| payment.failed              | Payment fails                           |\n| payment.refunded            | Refund created                          |\n| subscription.created        | New subscription starts                 |\n| subscription.renewed        | Subscription renews                     |\n| subscription.cancelled      | Subscription cancelled                  |\n| subscription.payment_failed | Subscription billing fails              |\n| customer.created            | New customer created                    |\n| dispute.created             | Chargeback initiated                    |', '**Recommended action on `subscription.payment_failed`:**\n- Notify the customer by email with a link to update their payment method.\n- Check `attempt_count` to escalate urgency in follow-up messages.']","When a subscription billing fails, the `subscription.payment_failed` webhook event is fired.",subscription.payment_failed,1.0,0.8028686079588165,0.99999999998,1.0
Where is NexusPay data stored by default?,"[""For local development, use a tunnelling tool such as `ngrok` or `cloudflared` to expose your localhost server to NexusPay's sandbox:"", 'Store your internal user or customer ID on NexusPay customer and payment objects. This is especially useful when a customer uses multiple email addresses or payment methods across their lifetime.', ""- Do not store sensitive data in metadata: no card numbers, passwords, SSNs, or authentication tokens.\n- Metadata is visible to anyone with access to your NexusPay Dashboard and to any system that calls the API with your secret key. Apply the same access controls you would to any business data.\n- Metadata is not end-to-end encrypted beyond NexusPay's standard data-at-rest encryption. Do not rely on it for data classification purposes."", '- A NexusPay account (sign up at nexuspay.eu)\n- Your **test secret key** (`sk_test_...`) from the Dashboard under **Developers → API Keys**', 'NexusPay signs every webhook request using **HMAC-SHA256** with your webhook secret. Always verify the signature before processing the payload. Failing to do so exposes your endpoint to spoofed events.']","The provided context does not specify where NexusPay data is stored by default. The information given focuses on guidelines for using NexusPay services, including security practices for metadata and integration steps, but it does not detail the default storage locations of NexusPay data.","EU region, specifically Frankfurt, Germany. US data residency is available on Enterprise plans but cannot be changed after account creation.",0.5,0.0,0.8874999999778125,0.0
How does proration work when upgrading a subscription?,"['### POST /subscriptions/:id/upgrade\nUpgrade or downgrade a subscription plan. Proration is calculated automatically.', '| `proration_behavior` | Effect |\n|----------------------|--------|\n| `create_prorations` | Immediately charges or credits the prorated difference |\n| `none` | Plan changes at next billing period with no immediate charge |', ""To change a subscription's plan, update the `plan_id`. NexusPay calculates proration automatically."", 'Plans define the recurring charge amount and interval. Create plans once and reuse them across many subscriptions.', 'Use `""interval"": ""year""` and `""interval_count"": 1`. The customer is charged once per year.']","When upgrading a subscription, proration is calculated automatically by NexusPay. Depending on the `proration_behavior` setting chosen, the prorated difference can either be immediately charged or credited to the customer (`create_prorations`), or the plan change can wait until the next billing period with no immediate charge (`none`).","When calling POST /subscriptions/:id/upgrade, proration is calculated automatically by NexusPay.",1.0,0.7836976933964767,0.99999999998,1.0
What authentication methods are supported for the NexusPay dashboard?,"['NexusPay uses API keys for authentication. There are two types:', 'API key management in the dashboard requires two-factor authentication (2FA). 2FA can be configured via TOTP (Google Authenticator, Authy) or hardware security keys (FIDO2/WebAuthn).', 'NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.', 'NexusPay signs every webhook request using **HMAC-SHA256** with your webhook secret. Always verify the signature before processing the payload. Failing to do so exposes your endpoint to spoofed events.', 'Store your internal user or customer ID on NexusPay customer and payment objects. This is especially useful when a customer uses multiple email addresses or payment methods across their lifetime.']","The NexusPay dashboard supports two-factor authentication (2FA) which can be configured via TOTP using apps like Google Authenticator or Authy, or through hardware security keys that comply with FIDO2/WebAuthn standards.","Two-factor authentication is required for key management. Supported methods: TOTP (Google Authenticator, Authy) or hardware security keys (FIDO2/WebAuthn).",1.0,0.8353345878800453,0.99999999998,1.0
How is amount represented in the API?,"['All `amount` values in the API must be expressed in the **smallest currency unit** (cents, pennies, etc.):', '**v1** accepted amounts in either decimal (`49.99`) or integer (`4999`) format, depending on the endpoint.', 'Amounts are always expressed in the **smallest currency unit**. For EUR, that is cents: €10.00 = `1000`.', '| Amount you want to charge | Correct API value |\n|---------------------------|-------------------|\n| €10.00 | `1000` |\n| $49.99 | `4999` |\n| CHF 25.50 | `2550` |\n| SEK 150.00 | `15000` |', '**Migration steps:**\n1. Audit all payment creation, refund, and plan creation calls.\n2. Convert any decimal amounts to integers (multiply by 100 for two-decimal currencies).\n3. Update your display layer to divide API amounts by 100 before showing to users.']","In the API, the amount is represented in the smallest currency unit, which means values are expressed in cents, pennies, or the equivalent smallest unit for the respective currency. For example, €10.00 would be represented as `1000`. This applies consistently across different currencies as per the guidelines provided.","Always in cents as an integer. For example, 1000 = €10.00. This avoids floating point precision issues.",1.0,0.9101381821298538,0.99999999998,0.6666666666666666
What does the X-RateLimit-Reset header contain?,"['`X-RateLimit-Reset` is a Unix timestamp indicating when the current window resets.', '- [ ] **Rate limit headers monitored**: Your application reads the `X-RateLimit-Remaining` and `X-RateLimit-Reset` response headers and alerts when approaching limits.\n- [ ] **Bulk operations throttled**: Batch jobs and nightly reconciliation scripts are rate-limited to stay within the thresholds defined in `docs/reference/rate_limits.md`.', 'NexusPay API enforces rate limits per API key, per plan. Limits reset every 60 seconds (rolling window).', '| Header | Description |\n|--------|-------------|\n| `X-NexusPay-Signature` | HMAC-SHA256 hex digest of the raw request body |\n| `X-NexusPay-Timestamp` | Unix timestamp (seconds) of when the event was sent |', '| HTTP Status | Error Code | Notes |\n|-------------|------------|-------|\n| 429 | `rate_limit_exceeded` | Respect the `retry_after` header |\n| 500 | `internal_server_error` | NexusPay server error — safe to retry |\n| 502 | `bad_gateway` | Upstream infrastructure error |\n| 503 | `service_unavailable` | Temporary unavailability — retry with backoff |\n| 504 | `gateway_timeout` | Request timed out upstream |']",The `X-RateLimit-Reset` header contains a Unix timestamp that indicates when the current rate limit window will reset.,A Unix timestamp indicating when the current rate limit window resets.,1.0,0.9389525148823278,0.99999999998,1.0
Can plain HTTP connections be used with the NexusPay API?,"['All API requests must be made over **HTTPS (TLS 1.2 or higher)**. NexusPay rejects plaintext HTTP connections at the infrastructure level. Ensure that:', 'NexusPay uses API keys for authentication. There are two types:', 'Your webhook endpoint receives signed HTTP POST requests from NexusPay. Without proper security:', 'NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.', 'All API requests must use HTTPS. Plain HTTP connections are rejected with a connection error, not an HTTP response.']","No, plain HTTP connections cannot be used with the NexusPay API. All API requests must be made over HTTPS (TLS 1.2 or higher), and plain HTTP connections are rejected at the infrastructure level with a connection error.","No. Plain HTTP is rejected with a connection error, not an HTTP response. All requests must use HTTPS.",1.0,0.9999983996131313,0.99999999998,1.0
What happens to an authorized payment if I do not capture it within 7 days?,"[""**Separation of authorization and capture.** By default, `POST /payments` both authorizes and captures in a single step. For marketplaces and delayed fulfillment, set `capture: false` to authorize only. The authorization holds funds on the customer's card for up to 7 days. After that, the authorization expires automatically."", 'The `capture_before` timestamp indicates the deadline by which you must capture. Authorizations expire after **7 days**. After expiry, the hold is automatically released and the funds return to the customer — you cannot capture an expired authorization.', '### POST /payments/:id/capture\nCapture an authorized payment. Only valid if `capture: false` was set on creation. Must be called within **7 days** of authorization.', '```\nDay 0     Day 1     Day 3     Day 7 (deadline)\n  |---------|---------|---------|\n  ^                   ^         ^\n  Authorize        Capture    Expires\n  (status:        (status:   (auto-released)\n  authorized)    succeeded)\n```', 'If the customer cancels the reservation or you no longer need the hold, cancel the authorization to release the funds immediately rather than waiting for the 7-day expiry:']","If you do not capture an authorized payment within 7 days, the authorization will expire automatically. When this happens, the hold on the customer's card is released, and the funds are returned to the customer. You will not be able to capture an expired authorization.",The authorization expires automatically and the held funds are released. You cannot capture it after expiry — the error code returned is capture_window_expired.,1.0,0.9052194446588487,0.99999999998,0.5
