user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What is the difference between cancel_at_period_end and immediate cancellation for subscriptions?,"['### POST /subscriptions/:id/cancel\nCancel a subscription. `cancel_at_period_end: true` cancels at next billing date.', 'The subscription remains `active` until the end of the current billing period, then transitions to `cancelled`:', '### GET /customers/:id\n### PUT /customers/:id\n### DELETE /customers/:id\nDeleting a customer does not cancel active subscriptions — cancel subscriptions first.', 'Immediate cancellation does not issue a refund for unused time. If a refund is owed, issue it separately via the Refunds API (see `docs/guides/refunds_guide.md`).', '**Critical warning:** Deleting a customer object does **not** automatically cancel their active subscriptions. If a customer with active subscriptions is deleted:']","According to the provided context:

*   `cancel_at_period_end: true` (from [1]) cancels the subscription at the next billing date. The subscription remains `active` until the end of the current billing period, then transitions to `cancelled` ([2]).
*   Immediate cancellation (from [4]) does not issue a refund for unused time. If a refund is owed, it must be issued separately via the Refunds API.","Setting cancel_at_period_end: true cancels at the next billing date, allowing the customer to use the service until then. Immediate cancellation stops billing right away.",1.0,0.8172683574889025,0.8041666666465626,1.0
How should I handle a card_declined error?,"[""**Do not retry `card_declined` errors.** Repeated decline attempts may trigger fraud flags at the issuer and worsen the customer's experience. Instead, prompt the customer to try a different card or contact their bank."", '- [ ] **All error codes handled**: Your application handles every error code in `docs/reference/error_codes.md` gracefully — no unhandled exceptions that surface raw API errors to end users.\n- [ ] **Non-retryable errors not retried**: `card_declined`, `expired_card`, `do_not_honor`, and similar codes do not trigger automatic retries. The customer is prompted to resolve the issue instead.\n- [ ] **Retryable errors use backoff**: `service_unavailable`, `gateway_timeout`, and `internal_server_error` responses trigger retries with exponential backoff. See `docs/guides/error_handling_guide.md`.\n- [ ] **Rate limit errors handled**: HTTP 429 responses read the `retry_after` value and wait the specified duration before retrying.', 'Not all `card_declined` errors are equivalent. Use `decline_code` to provide a specific message to the customer:', '| `decline_code` | Customer-facing message |\n|----------------|------------------------|\n| `insufficient_funds` | ""Your card has insufficient funds. Please try a different card."" |\n| `expired_card` | ""Your card has expired. Please update your payment details."" |\n| `do_not_honor` | ""Your bank declined this transaction. Please contact your bank or use a different card."" |\n| `lost_card` | ""This transaction cannot be processed. Please contact your bank."" |\n| `stolen_card` | ""This transaction cannot be processed. Please contact your bank."" |', 'Robust error handling is essential for building reliable payment integrations. This guide covers how to classify errors, implement safe retry logic, handle rate limits, and structure your logging to aid incident response.']","According to the provided context:

You should **not retry `card_declined` errors**. Instead, prompt the customer to try a different card or contact their bank. You can also use the `decline_code` to provide a specific customer-facing message based on the reason for the decline (e.g., insufficient funds, expired card, etc.). Here are some examples of customer-facing messages based on `decline_code`:

*   `insufficient_funds`: ""Your card has insufficient funds. Please try a different card.""
*   `expired_card`: ""Your card has expired. Please update your payment details.""
*   `do_not_honor`: ""Your bank declined this transaction. Please contact your bank or use a different card.""
*   `lost_card`: ""This transaction cannot be processed. Please contact your bank.""
*   `stolen_card`: ""This transaction cannot be processed. Please contact your bank.""",card_declined means the issuer rejected the payment. The customer should try a different card or contact their bank. Do not retry the same card automatically as it may trigger fraud detection.,1.0,0.9407338261298458,0.99999999998,1.0
What security practices does NexusPay recommend for API keys?,"['- Never commit API keys to version control. Use environment variables or a secrets manager.\n- Use the principle of least privilege — scope keys to the minimum required operations.\n- Rotate keys every 90 days in high-security environments.\n- Monitor API key usage in the dashboard — unexpected spikes may indicate a compromised key.\n- Use different keys for different environments (development, staging, production).', 'NexusPay uses a two-key model to keep your server out of PCI scope as much as possible:', '1. Immediately rotate your API keys via the Dashboard.\n2. Review your webhook secret and rotate it if there is any risk of exposure.\n3. Contact NexusPay security at security@nexuspay.eu with your account ID and a description of the incident.\n4. Preserve logs and do not delete any potentially relevant data until the investigation is complete.', '- Store the secret key in environment variables or a secrets manager (e.g., HashiCorp Vault, AWS Secrets Manager). Never hardcode it in source code.\n- Never commit secret keys to version control, even in private repositories.\n- Never log the secret key or include it in error messages.\n- Do not include the secret key in frontend JavaScript bundles.', ""- Do not store sensitive data in metadata: no card numbers, passwords, SSNs, or authentication tokens.\n- Metadata is visible to anyone with access to your NexusPay Dashboard and to any system that calls the API with your secret key. Apply the same access controls you would to any business data.\n- Metadata is not end-to-end encrypted beyond NexusPay's standard data-at-rest encryption. Do not rely on it for data classification purposes.""]","NexusPay recommends several security practices for API keys:

*   **Never commit API keys to version control.** Use environment variables or a secrets manager instead. ([1])
*   **Use the principle of least privilege** – scope keys to the minimum required operations. ([1])
*   **Rotate keys every 90 days** in high-security environments. ([1])
*   **Monitor API key usage** in the dashboard for unexpected spikes. ([1])
*   **Use different keys for different environments** (development, staging, production). ([1])
*   **Immediately rotate your API keys** via the Dashboard in case of an incident. ([3])
*   **Store the secret key** in environment variables or a secrets manager. ([4])
*   **Never log the secret key** or include it in error messages. ([4])
*   **Never include the secret key** in frontend JavaScript bundles. ([4])","Use environment variables or a secrets manager, never commit to version control, use least-privilege scopes, rotate every 90 days in high-security environments, monitor for unexpected usage spikes.",1.0,1.0,0.99999999998,1.0
How does the webhook retry policy work?,"['**Retry policy:** Failed webhook deliveries are retried up to **5 times** with exponential backoff: 1min, 5min, 30min, 2h, 8h.', 'def retry_with_backoff(fn, max_retries=4):\n    for attempt in range(max_retries):\n        try:\n            return fn()\n        except RetryableError as e:\n            if attempt == max_retries - 1:\n                raise\n            wait = (2 ** attempt) + random.uniform(0, 1)\n            time.sleep(wait)\n```', '**Eventual consistency for webhooks.** Webhook delivery is asynchronous. After a payment succeeds, the `payment.succeeded` event may arrive at your endpoint within milliseconds or up to 30 seconds later, depending on load. Never rely on webhooks as the primary source of truth — always confirm payment status via the API.', 'Always use an **idempotency key** on requests you intend to retry. This ensures that even if the original request succeeded and the response was lost in transit, retrying returns the original result rather than creating a duplicate. See `docs/guides/idempotency_guide.md`.', '- [ ] Successful payment creates and stores a payment ID correctly\n- [ ] Declined payment surfaces an appropriate error message to the user\n- [ ] Retry with the same idempotency key returns the original result (not a new payment)\n- [ ] Refund creates correctly and fires `refund.succeeded` webhook\n- [ ] Webhook signature verification rejects tampered payloads\n- [ ] Webhook timestamp check rejects events older than 5 minutes\n- [ ] Duplicate webhook delivery is handled idempotently']","Failed webhook deliveries are retried up to **5 times** with exponential backoff: 1min, 5min, 30min, 2h, 8h. (source: reference/endpoints.md)","Failed deliveries are retried up to 5 times with exponential backoff: 1 minute, 5 minutes, 30 minutes, 2 hours, 8 hours.",1.0,0.7078929471670645,0.99999999998,1.0
What webhook event is fired when a subscription billing fails?,"['- The subscriptions remain in the `active` or `trialing` state.\n- Renewal charges will fail because the customer record no longer exists.\n- This results in failed subscription payments and `subscription.payment_failed` webhook events.', 'This triggers the renewal charge immediately, firing the appropriate webhook events (`subscription.renewed` or `subscription.payment_failed`).', 'When a subscription renewal charge fails, NexusPay fires the `subscription.payment_failed` webhook:', '| Event                        | Trigger                                 |\n|-----------------------------|-----------------------------------------|\n| payment.succeeded           | Payment completes successfully          |\n| payment.failed              | Payment fails                           |\n| payment.refunded            | Refund created                          |\n| subscription.created        | New subscription starts                 |\n| subscription.renewed        | Subscription renews                     |\n| subscription.cancelled      | Subscription cancelled                  |\n| subscription.payment_failed | Subscription billing fails              |\n| customer.created            | New customer created                    |\n| dispute.created             | Chargeback initiated                    |', '**Recommended action on `subscription.payment_failed`:**\n- Notify the customer by email with a link to update their payment method.\n- Check `attempt_count` to escalate urgency in follow-up messages.']","According to source [3] and [4], the webhook event fired when a subscription billing fails is `subscription.payment_failed`.",subscription.payment_failed,1.0,0.9366303553682847,0.99999999998,1.0
Where is NexusPay data stored by default?,"[""- Do not store sensitive data in metadata: no card numbers, passwords, SSNs, or authentication tokens.\n- Metadata is visible to anyone with access to your NexusPay Dashboard and to any system that calls the API with your secret key. Apply the same access controls you would to any business data.\n- Metadata is not end-to-end encrypted beyond NexusPay's standard data-at-rest encryption. Do not rely on it for data classification purposes."", ""1. **Your frontend** uses the NexusPay.js library (or mobile SDK) and your **publishable key** to collect card data directly in the customer's browser.\n2. Card data travels directly to NexusPay's PCI-compliant servers — it never touches your backend.\n3. NexusPay returns a short-lived, single-use **payment token** that contains no sensitive data.\n4. **Your backend** uses this token with your **secret key** to create a payment."", 'Store your internal user or customer ID on NexusPay customer and payment objects. This is especially useful when a customer uses multiple email addresses or payment methods across their lifetime.', 'NexusPay uses API keys for authentication. There are two types:', '- [ ] **Card tokenization only on frontend**: Raw card data is never sent to your backend. All card collection uses NexusPay.js or the mobile SDK with your publishable key.\n- [ ] **Payment IDs persisted before order fulfilment**: The `payment.id` is saved to your database as part of the same transaction that fulfils the order, preventing fulfilment without a confirmed payment reference.\n- [ ] **Amount in smallest currency unit**: All `amount` values are expressed in cents (or equivalent), not decimal. €10.00 = `1000`.']","Based on context [1], NexusPay data is not end-to-end encrypted beyond NexusPay's standard data-at-rest encryption. This implies it's stored on NexusPay's servers. Context [2] states card data travels directly to NexusPay's PCI-compliant servers. Therefore, NexusPay data is stored on **NexusPay's PCI-compliant servers**.","EU region, specifically Frankfurt, Germany. US data residency is available on Enterprise plans but cannot be changed after account creation.",0.5,0.8325308654372812,0.6791666666496875,0.0
How does proration work when upgrading a subscription?,"['### POST /subscriptions/:id/upgrade\nUpgrade or downgrade a subscription plan. Proration is calculated automatically.', ""To change a subscription's plan, update the `plan_id`. NexusPay calculates proration automatically."", '| `proration_behavior` | Effect |\n|----------------------|--------|\n| `create_prorations` | Immediately charges or credits the prorated difference |\n| `none` | Plan changes at next billing period with no immediate charge |', 'Plans define the recurring charge amount and interval. Create plans once and reuse them across many subscriptions.', 'The subscription remains `active` until the end of the current billing period, then transitions to `cancelled`:']","According to the context provided, when upgrading a subscription, NexusPay calculates proration automatically. You can control *when* this proration happens using the `proration_behavior` setting:

*   `create_prorations`: Immediately charges or credits the prorated difference.
*   `none`: Plan changes at the next billing period with no immediate charge.

You update the `plan_id` to change the subscription's plan (source [2]).","When calling POST /subscriptions/:id/upgrade, proration is calculated automatically by NexusPay.",1.0,0.8185599905920018,0.99999999998,1.0
What authentication methods are supported for the NexusPay dashboard?,"['NexusPay uses API keys for authentication. There are two types:', 'NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.', 'NexusPay signs every webhook request using **HMAC-SHA256** with your webhook secret. Always verify the signature before processing the payload. Failing to do so exposes your endpoint to spoofed events.', 'API key management in the dashboard requires two-factor authentication (2FA). 2FA can be configured via TOTP (Google Authenticator, Authy) or hardware security keys (FIDO2/WebAuthn).', 'After creating a customer, attach a payment method using a token obtained from NexusPay.js (see `docs/guides/payments_flow.md`):']","API key management in the dashboard requires two-factor authentication (2FA). 2FA can be configured via TOTP (Google Authenticator, Authy) or hardware security keys (FIDO2/WebAuthn). [source: reference/authentication.md]","Two-factor authentication is required for key management. Supported methods: TOTP (Google Authenticator, Authy) or hardware security keys (FIDO2/WebAuthn).",0.75,0.6367489302933741,0.99999999998,1.0
How is amount represented in the API?,"['All `amount` values in the API must be expressed in the **smallest currency unit** (cents, pennies, etc.):', 'Amounts are always expressed in the **smallest currency unit**. For EUR, that is cents: €10.00 = `1000`.', 'Using your **secret key**, your backend calls `POST /payments` with the token, amount, and currency. The `amount` field is always expressed in the **smallest currency unit** (cents for EUR/USD/GBP).', '| Amount you want to charge | Correct API value |\n|---------------------------|-------------------|\n| €10.00 | `1000` |\n| $49.99 | `4999` |\n| CHF 25.50 | `2550` |\n| SEK 150.00 | `15000` |', '**v1** accepted amounts in either decimal (`49.99`) or integer (`4999`) format, depending on the endpoint.']","According to the provided context, amounts in the API are always expressed in the **smallest currency unit** (cents, pennies, etc.). Specifically:

*   For EUR, €10.00 = `1000`.
*   For USD/GBP/CHF, amounts are expressed in cents.
*   Examples show €10.00 = `1000`, $49.99 = `4999`, CHF 25.50 = `2550`, SEK 150.00 = `15000`.

Previously (v1), amounts could be represented in either decimal (`49.99`) or integer (`4999`) format depending on the endpoint. However, the current context emphasizes the use of the smallest currency unit in integer format.","Always in cents as an integer. For example, 1000 = €10.00. This avoids floating point precision issues.",1.0,0.9136066692945569,0.99999999998,1.0
What does the X-RateLimit-Reset header contain?,"['`X-RateLimit-Reset` is a Unix timestamp indicating when the current window resets.', '- [ ] **Rate limit headers monitored**: Your application reads the `X-RateLimit-Remaining` and `X-RateLimit-Reset` response headers and alerts when approaching limits.\n- [ ] **Bulk operations throttled**: Batch jobs and nightly reconciliation scripts are rate-limited to stay within the thresholds defined in `docs/reference/rate_limits.md`.', 'NexusPay API enforces rate limits per API key, per plan. Limits reset every 60 seconds (rolling window).', 'Monitor the `X-RateLimit-Remaining` response header to adjust your delay dynamically:', '| Code                  | Description                                              |\n|-----------------------|----------------------------------------------------------|\n| `rate_limit_exceeded` | Too many requests. Check `retry_after` in response body  |\n| `ip_limit_exceeded`   | IP-level limit of 5,000 req/min exceeded                 |']","According to source [1], `X-RateLimit-Reset` is a Unix timestamp indicating when the current window resets.",A Unix timestamp indicating when the current rate limit window resets.,1.0,0.9238243498371588,0.99999999998,1.0
Can plain HTTP connections be used with the NexusPay API?,"['All API requests must be made over **HTTPS (TLS 1.2 or higher)**. NexusPay rejects plaintext HTTP connections at the infrastructure level. Ensure that:', 'Your webhook endpoint receives signed HTTP POST requests from NexusPay. Without proper security:', 'NexusPay uses API keys for authentication. There are two types:', 'NexusPay signs every webhook request using **HMAC-SHA256** with your webhook secret. Always verify the signature before processing the payload. Failing to do so exposes your endpoint to spoofed events.', 'NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.']","No, plain HTTP connections cannot be used with the NexusPay API. All API requests must be made over HTTPS (TLS 1.2 or higher). NexusPay rejects plaintext HTTP connections at the infrastructure level. (source: guides/security_guide.md)","No. Plain HTTP is rejected with a connection error, not an HTTP response. All requests must use HTTPS.",1.0,0.9999999999999998,0.99999999998,0.5
What happens to an authorized payment if I do not capture it within 7 days?,"[""**Separation of authorization and capture.** By default, `POST /payments` both authorizes and captures in a single step. For marketplaces and delayed fulfillment, set `capture: false` to authorize only. The authorization holds funds on the customer's card for up to 7 days. After that, the authorization expires automatically."", '### POST /payments/:id/capture\nCapture an authorized payment. Only valid if `capture: false` was set on creation. Must be called within **7 days** of authorization.', 'The `capture_before` timestamp indicates the deadline by which you must capture. Authorizations expire after **7 days**. After expiry, the hold is automatically released and the funds return to the customer — you cannot capture an expired authorization.', '| Error code | Cause | Resolution |\n|------------|-------|------------|\n| `authorization_expired` | Attempted capture after the 7-day window | Create a new authorization |\n| `authorization_already_captured` | Payment already captured | No action needed; check payment status |\n| `invalid_capture_amount` | Capture amount exceeds authorized amount | Capture equal to or less than the original amount |', ""An authorization places a hold on the customer's funds without immediately settling the charge. Use this flow when:""]","According to the provided context ([1], [3], [4]), if you do not capture an authorized payment within 7 days, the hold expires automatically and the funds return to the customer. You cannot capture an expired authorization ([3], [4]). You would need to create a new authorization ([4]).",The authorization expires automatically and the held funds are released. You cannot capture it after expiry — the error code returned is capture_window_expired.,1.0,0.9366860802617502,0.99999999998,1.0
